0	0	1007.63 
0	1	1027.71
0	2	987.44
0	3	928.424
0	4	866.865
0	5	808.987
0	6	756.902
0	7	710.991
0	8	670.925
0	9	636.112
0	10	605.905
0	11	579.679
0	12	556.873
0	13	536.994
0	14	519.616
0	15	504.375
0	16	490.959
0	17	479.102
0	18	468.578
0	19	459.19
0	20	450.774
0	21	443.184
0	22	436.295
0	23	429.992
0	24	424.146
0	25	418.815
0	26	414.776
0	27	411.847
0	28	409.637
0	29	407.879
0	30	406.415
0	31	405.157
0	32	404.053
0	33	403.071
0	34	402.19
0	35	401.397
0	36	400.68
0	37	400.032
0	38	399.446
0	39	398.916
0	40	398.437
0	41	398.004
0	42	397.612
0	43	397.26
0	44	396.942
0	45	396.655
0	46	396.397
0	47	396.165
0	48	395.956
0	49	395.768
0	50	395.599
1	0	1672.35
1	1	1733.34
1	2	1611.38
1	3	1449.37
1	4	1292.27
1	5	1153.21
1	6	1034.38
1	7	934.238
1	8	850.195
1	9	779.599
1	10	720.07
1	11	669.569
1	12	626.383
1	13	589.056
1	14	556.293
1	15	526.795
1	16	498.778
1	17	467.766
1	18	431.057
1	19	399.917
1	20	378.114
1	21	364.659
1	22	357.654
1	23	355.3
1	24	356.132
1	25	359.022
1	26	87.0175
1	27	367.83
1	28	372.679
1	29	377.358
1	30	381.647
1	31	385.408
1	32	388.564
1	33	391.094
1	34	393.025
1	35	394.422
1	36	395.378
1	37	395.993
1	38	396.356
1	39	396.541
1	40	396.603
1	41	396.581
1	42	396.505
1	43	396.394
1	44	396.263
1	45	396.122
1	46	395.977
1	47	395.834
1	48	395.694
1	49	395.561
1	50	395.435
2	0	4143.49
2	1	4097.8
2	2	3437.47
2	3	2784.06
2	4	2250.33
2	5	1835.57
2	6	1516.52
2	7	1269.84
2	8	1076.79
2	9	923.223
2	10	798.568
2	11	694.882
2	12	606.274
2	13	528.971
2	14	461.777
2	15	405.417
2	16	360.645
2	17	327.158
2	18	303.777
2	19	288.945
2	20	281.076
2	21	278.708
2	22	280.55
2	23	285.489
2	24	292.591
2	25	301.083
2	26	310.347
2	27	319.898
2	28	329.366
2	29	338.476
2	30	347.032
2	31	354.899
2	32	361.994
2	33	368.275
2	34	373.728
2	35	378.371
2	36	382.242
2	37	385.398
2	38	387.913
2	39	389.87
2	40	391.36
2	41	392.47
2	42	393.281
2	43	393.863
2	44	394.27
2	45	394.547
2	46	394.729
2	47	394.84
2	48	394.901
2	49	394.925
2	50	394.924
3	0	29175.1
3	1	15274.1
3	2	8824.5
3	3	5520.8
3	4	3669.94
3	5	2554.11
3	6	1841.14
3	7	1364.61
3	8	1035.14
3	9	801.832
3	10	634.117
3	11	512.69
3	12	424.714
3	13	361.257
3	14	315.913
3	15	284.02
3	16	262.179
3	17	247.915
3	18	239.432
3	19	235.428
3	20	234.954
3	21	237.311
3	22	241.961
3	23	248.471
3	24	256.465
3	25	265.592
3	26	275.518
3	27	285.925
3	28	296.517
3	29	307.036
3	30	317.26
3	31	327.015
3	32	336.167
3	33	344.622
3	34	352.32
3	35	359.232
3	36	365.351
3	37	370.694
3	38	375.29
3	39	379.186
3	40	382.438
3	41	385.109
3	42	387.269
3	43	388.99
3	44	390.343
3	45	391.392
3	46	392.198
3	47	392.809
3	48	393.27
3	49	393.612
3	50	393.864
4	0	34804.4
4	1	12123
4	2	13030.9
4	3	6653.48
4	4	3831.9
4	5	2373.01
4	6	1548.62
4	7	1056.79
4	8	752.998
4	9	560.914
4	10	437.467
4	11	357.261
4	12	304.861
4	13	270.676
4	14	248.632
4	15	234.823
4	16	226.704
4	17	222.597
4	18	221.387
4	19	222.331
4	20	224.931
4	21	228.856
4	22	233.884
4	23	239.864
4	24	246.684
4	25	254.249
4	26	262.464
4	27	271.216
4	28	280.375
4	29	289.788
4	30	299.292
4	31	308.722
4	32	317.925
4	33	326.765
4	34	335.13
4	35	342.936
4	36	350.124
4	37	356.659
4	38	362.527
4	39	367.731
4	40	372.292
4	41	376.238
4	42	379.612
4	43	382.459
4	44	384.834
4	45	386.79
4	46	388.383
4	47	389.666
4	48	390.691
4	49	391.503
4	50	392.141
5	0	18919.8
5	1	34838.3
5	2	12716.8
